品牌,型号,受欢迎度,CADR 灰尘(m3/h),AHAM认证,最小功率(W),最大功率(W),最小噪音(dB),最大噪音(dB),产地,重量(kg),价格,最大风量,风档,睡眠模式,支持遥控,支持定时,空气质量显示,滤网更新提醒,耗材名称；耗材型号；价格,网址,净化器类型,评测
布鲁雅尔,603,6.6,400,TRUE,16,90,32,65,瑞典,16,"11,980",830,4,FALSE,FALSE,TRUE,FALSE,FALSE,复合过滤网；500系列粒子型滤网；596,http://www.blueair.cn/Shop/BuyFilter?series=8,,
布鲁雅尔,SENSE,7.6,170,FALSE,4,30,29,50,中国,10,"4,212",200,3,FALSE,TRUE,TRUE,FALSE,TRUE,复合过滤网；Sense系列粒子型滤网；326,http://www.blueair.cn/Shop/BuyFilter?series=8,,
席爱尔,AC-2041,2.7,145,FALSE,,72,,,台湾,3.3,498,,3,FALSE,FALSE,FALSE,FALSE,TRUE,复合滤网；AC-11；180,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.gPbvLt&id=25520900731&areaId=211200&cat_id=2&rn=155641b04e28e5ff841da49970bb3a91&user_id=1677364607&is_b=1,,
席爱尔,AC-2043,3.6,371,FALSE,48,108,,,台湾,7.1,"2,334",,3,FALSE,FALSE,TRUE,FALSE,TRUE,复合滤网；AC-25；240,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.qDLTmY&id=25521604615&areaId=211200&cat_id=2&rn=b65b6677f28107bbb2ffdc7ab1139835&user_id=1677364607&is_b=1,,
席爱尔,AC-2061,2.6,249,FALSE,45,56,,,,4.8,869,,3,FALSE,FALSE,TRUE,FALSE,TRUE,复合滤网；AC-30；200,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.seaLce&id=20807175142&areaId=211200&cat_id=2&rn=6b68604a096e62a93036146a7448e365&user_id=1677364607&is_b=1,,
席爱尔,AC-2071,3.6,28,FALSE,,17,,,中国,1.5,265.4,,3,FALSE,FALSE,FALSE,FALSE,FALSE,复合滤网；ac-28；90,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.C5Iucu&id=25522064132&areaId=211200&cat_id=2&rn=c2c455a7ecd353e033cc65769b3a6e07&user_id=1677364607&is_b=1,,
席爱尔,AC-2103,4.4,,,22,52,,,台湾,3.8,560,,3,FALSE,FALSE,TRUE,TRUE,TRUE,"活性炭滤网；PF-05；90
HEPA滤网；CH01；300
除甲醛滤网；cz01；150","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.g2mWHW&id=18653529438&areaId=211200&cat_id=2&rn=e7787e328a927c9ff4efda8c07a8d836&user_id=1677364607&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.15.g2mWHW&id=20807699206&areaId=211200&cat_id=2&rn=e7787e328a927c9ff4efda8c07a8d836&user_id=1677364607&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.9.g2mWHW&id=25522608021&areaId=211200&cat_id=2&rn=e7787e328a927c9ff4efda8c07a8d836&user_id=1677364607&is_b=1",过滤型,
席爱尔,AC-2104,4.4,,,39,61,,,台湾,5.4,"1,020",,3,FALSE,FALSE,TRUE,TRUE,TRUE,"活性炭滤网；PF-01；150
HEPA滤网；CH02；360
除甲醛滤网；CZ02；210","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.9.OxfwcO&id=18653673576&areaId=211200&cat_id=2&rn=5b1d97942e15b14bb619deea23458dcc&user_id=1677364607&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.15.OxfwcO&id=25522756132&areaId=211200&cat_id=2&rn=5b1d97942e15b14bb619deea23458dcc&user_id=1677364607&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.OxfwcO&id=18653661170&areaId=211200&cat_id=2&rn=5b1d97942e15b14bb619deea23458dcc&user_id=1677364607&is_b=1",过滤型,
席爱尔,AC-2105,2.4,,,43,88,,,台湾,8.1,"3,280",,3,TRUE,,TRUE,TRUE,TRUE,"活性炭滤网；PF-02；195
HEPA滤网；CH03；420
除甲醛滤网；CZ03；270","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.21.5V34P5&id=18639030175&areaId=211200&cat_id=2&rn=8a3ccdae44f1f4989b4fe4cd8f2b22f8&user_id=1677364607&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.15.5V34P5&id=20808135209&areaId=211200&cat_id=2&rn=8a3ccdae44f1f4989b4fe4cd8f2b22f8&user_id=1677364607&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.9.5V34P5&id=25523300122&areaId=211200&cat_id=2&rn=8a3ccdae44f1f4989b4fe4cd8f2b22f8&user_id=1677364607&is_b=1",过滤型,
席爱尔,AC-2106,1.8,,,,77,,,台湾,8,"3,280",,,TRUE,,TRUE,TRUE,TRUE,——,——,——,
德龙,AC100,6.4,,,,50,33,39,中国,6.7,"1,880",,3,TRUE,FALSE,FALSE,TRUE,TRUE,复合滤网；lw-AC100/AC150；328,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.51.SFkNLY&id=24405328885&areaId=211200&cat_id=2&rn=6150df19c88b4d5482fec8c9aa6b45a0&user_id=1629358780&is_b=1,复合型（负离子、光触媒）,
德龙,AC150,5.4,,,,52.2,33,40,中国,7.1,"2,299",,3,TRUE,FALSE,FALSE,TRUE,TRUE,复合滤网；lw-AC100/AC150；328,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.63.o4Wuon&id=24405328885&areaId=211200&cat_id=2&rn=99f6fa04a2069fd3e95c095f9a216db6&user_id=1629358780&is_b=1,复合型（负离子、光触媒）,
德龙,AC230,3.5,,,,80,36,43,中国,8.6,,,3,FALSE,FALSE,TRUE,TRUE,TRUE,复合滤网；AC230；398,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.39.Y5nYre&id=20084031093&areaId=211200&cat_id=2&rn=957f7720de6631cb7e2a27fa6bdb459b&user_id=1629358780&is_b=1,复合型（负离子、光触媒）,
德龙,AC75,4.4,,,,31,30,35,中国,4.4,"1,280",,3,TRUE,FALSE,FALSE,TRUE,FALSE,复合滤网；AC75；198,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.63.aK7ysW&id=18111109969&areaId=211200&cat_id=2&rn=c7173c389f6165458d38f194d426e3b4&user_id=1629358780&is_b=1,复合型（负离子、光触媒）,
惠而浦,WA-2001FK,3.8,200,FALSE,,42,,,中国,6,,,3,TRUE,,TRUE,FALSE,TRUE,复合滤网；WAF-2001FK；199,http://product.suning.com/107789668.html,,
惠而浦,WA-2002FK,3.8,200,FALSE,,50,,,中国,6,,,3,TRUE,,TRUE,FALSE,TRUE,复合滤网；WAF-2001FK；199,http://product.suning.com/107789668.html,,
惠而浦,WA-4001FK,3,200,FALSE,,,,,,6,,,3,,,,,,——,——,复合型,
松下,F-05C3VX,7.4,35,FALSE,4.8,7.5,,17.5,中国,2.3,768,,2,FALSE,FALSE,FALSE,TRUE,FALSE,"复合滤网；F-ZXJS05C
加湿滤网；F-ZXJE05C；199","——
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.70.Mz1UI5&id=38761603908&areaId=211200&cat_id=2&rn=f047805c284c7968af0226586e3bbb56&user_id=1697619364&is_b=1",复合型（水离子）,
松下,F-30C3PD,4.7,163,FALSE,13,70,,19.6,中国,4.1,595,,3,TRUE,FALSE,FALSE,TRUE,TRUE,"集尘过滤网；F-ZXJP30C；189
除臭滤网；F-ZXJD30C；179","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.27.v370X3&id=37660524760&areaId=211200&cat_id=2&rn=cfe441e16893bde696e622bbe9a7b383&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.74.kTLfvj&id=37636763299&areaId=211200&cat_id=2&rn=50fd79c0bf9023c75f9ca515e80787e2&user_id=1697619364&is_b=1",过滤型,
松下,F-JDH35C,3,,,,,,,,4.5,,,,,,,,,——,,过滤型,
松下,F-JXH35C,3,,,,,,,,4.7,,,,,,,,,——,,过滤型,
松下,F-PDF35C,9.4,199,FALSE,4,19,18,44,中国,4.5,658,,4,TRUE,FALSE,FALSE,TRUE,TRUE,"集尘滤网；F-ZXFP35C；159
除臭滤网；F-ZXFD35C；209","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.32.37Xple&id=19539566594&areaId=211200&cat_id=2&rn=b4fa486bca30668aae12b11e93863f69&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.13.xEt8Xp&id=37873064261&areaId=211200&cat_id=2&rn=a56215db2049866e7cb0424d807ea014&user_id=669690917&is_b=1",过滤型,
松下,F-PDJ30C,6.5,172,FALSE,20,28,,20.1,中国,4.1,589,172,,,,TRUE,,TRUE,"集尘滤网；F-ZXJP30C；189
除臭过滤网；F-ZXJD30C；179","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.169.nGtUZm&id=37660524760&areaId=211200&cat_id=2&rn=207ba9ad24a0208fd88410caa16577df&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.153.nGtUZm&id=37636763299&areaId=211200&cat_id=2&rn=207ba9ad24a0208fd88410caa16577df&user_id=1697619364&is_b=1",过滤型,
松下,F-PDJ35C,6.5,178,FALSE,,19,,20.7,中国,4.5,796,178,,TRUE,,FALSE,TRUE,TRUE,"集尘滤网：F-ZXFP35C；105
除臭过滤网；F-ZXFD35C；90","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.147.yM8Mqd&id=35616466255&areaId=211200&cat_id=2&rn=e239570a2f2f1697e5691d2fc20018ad&user_id=366604740&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.159.yM8Mqd&id=40172032753&areaId=211200&cat_id=2&rn=e239570a2f2f1697e5691d2fc20018ad&user_id=306146403&is_b=1",过滤型,
松下,F-PXC50C,2.6,307,FALSE,12,70,,,,7.5,"2,188",,,FALSE,FALSE,FALSE,TRUE,FALSE,"集尘过滤网；F-ZXCP50C；449
除臭过滤网；F-ZXCD50C；179","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.15.Ylkdwq&id=19536701139&areaId=211200&cat_id=2&rn=744e577edac1843d322178b2eb1d36fe&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.Ylkdwq&id=19554101265&areaId=211200&cat_id=2&rn=744e577edac1843d322178b2eb1d36fe&user_id=1697619364&is_b=1",——,
松下,F-PXF35C,6.6,206,FALSE,9,21,44,32,中国,4.7,"1,098",,,TRUE,FALSE,FALSE,TRUE,FALSE,"集尘过滤网；F-ZXFP35C；159
除臭过滤网；F-ZXFD35C；79","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.188.ZGHEUR&id=19539566594&areaId=211200&cat_id=2&rn=70aede35c643c0942e684ff491d295cf&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.200.ZGHEUR&id=19536685210&areaId=211200&cat_id=2&rn=70aede35c643c0942e684ff491d295cf&user_id=1697619364&is_b=1",复合型（水离子）,
松下,F-PXH55C,10.4,306,FALSE,9,49,,,中国,5.8,"1,774.6",306,4,TRUE,FALSE,TRUE,TRUE,TRUE,"集尘过滤网；F-ZXHP55C；299
除臭过滤网；F-ZXHD55C；149","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.9.8hMd7L&id=37874228012&areaId=211200&cat_id=2&rn=72d63d56163598f415f53ceb772770fe&user_id=669690917&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.8hMd7L&id=39431881444&areaId=211200&cat_id=2&rn=72d63d56163598f415f53ceb772770fe&user_id=669690917&is_b=1",复合型（水离子）,
松下,F-PXJ30C,6.5,151,FALSE,22,30,,20.1,中国,4.3,,151,,TRUE,,FALSE,TRUE,TRUE,"集尘过滤网；F- ZXJP30C；189
除臭过滤网；F-ZXJD30C；179","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.21.JcIiAa&id=37660524760&areaId=211200&cat_id=2&rn=789afcb9a3455219fc814d08d8dc0892&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.15.JcIiAa&id=37636763299&areaId=211200&cat_id=2&rn=789afcb9a3455219fc814d08d8dc0892&user_id=1697619364&is_b=1",复合型（水离子）,
松下,F-PXJ35C,6.5,184,FALSE,,21,,20,中国,4.7,"1,069.8",184,,TRUE,,FALSE,TRUE,TRUE,"集尘过滤网；F-ZXFP35C；105
除臭过滤网；F-ZXFD35C；89","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.92.q6Azhr&id=35616466255&areaId=211200&cat_id=2&rn=da24e914debd791c512eb713b1554986&user_id=366604740&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.98.q6Azhr&id=39884147403&areaId=211200&cat_id=2&rn=da24e914debd791c512eb713b1554986&user_id=1785135430&is_b=1",复合型（水离子）,
松下,F-VDG35C,10.4,208,FALSE,10,39,,,中国,7.8,"1,399",98,3,TRUE,FALSE,FALSE,TRUE,TRUE,"集尘过滤网；F-ZXFP35C；159
除臭过滤网；F-ZXFD35C；79","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.238.DvNThX&id=19539566594&areaId=211200&cat_id=2&rn=b0a264a87fd0748e8b98ccc3e76c511d&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.256.DvNThX&id=19536685210&areaId=211200&cat_id=2&rn=b0a264a87fd0748e8b98ccc3e76c511d&user_id=1697619364&is_b=1",复合型（水离子）,
松下,F-VKJ05C,5.8,41,FALSE,4.8,7.5,,20,中国,1.9,839,35,,TRUE,FALSE,FALSE,TRUE,FALSE,"复合滤网；F-ZXJS05C；
加湿滤网；F-ZXJE05C；199","——
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.70.Mz1UI5&id=38761603908&areaId=211200&cat_id=2&rn=f047805c284c7968af0226586e3bbb56&user_id=1697619364&is_b=1",复合型（水离子）,
松下,F-VXD50C,2.6,,,16,70,,60,,7.5,"2,898",,,FALSE,FALSE,FALSE,FALSE,FALSE,"集尘滤网；F-ZXCP50C；449
除臭滤网；F-ZXCD50C；179
加湿滤网；F-ZXCE50C；199","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.21.pXqH8I&id=19536701139&areaId=211200&cat_id=2&rn=761582f74948fcb729891c2ff9947b79&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.pXqH8I&id=19554101265&areaId=211200&cat_id=2&rn=761582f74948fcb729891c2ff9947b79&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.15.pXqH8I&id=19536641650&areaId=211200&cat_id=2&rn=761582f74948fcb729891c2ff9947b79&user_id=1697619364&is_b=1",——,
松下,F-VXG35C,9.4,227,FALSE,12,41,,,中国,7.8,"1,699",,3,TRUE,FALSE,FALSE,TRUE,TRUE,"集尘过滤网； F-ZXFP35C；159
除臭过滤网； F-ZXFD35C；209
加湿过滤网； F-ZXCE50C；199","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.240.lp1T52&id=19539566594&areaId=211200&cat_id=2&rn=7f463676a8d3fd1bfdcd05063a0cce77&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.216.qApaFF&id=37873064261&areaId=211200&cat_id=2&rn=23205feae5b0d0885e9e3b756aabc19e&user_id=669690917&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.252.lp1T52&id=19536641650&areaId=211200&cat_id=2&rn=7f463676a8d3fd1bfdcd05063a0cce77&user_id=1697619364&is_b=1",复合型（水离子）,
松下,F-VXG70C,9.4,393,FALSE,14,50,,,中国,10.2,"2,999",,3,TRUE,FALSE,FALSE,TRUE,TRUE,"集尘过滤网；F-ZXGP70C；381
除臭过滤网；F-ZXGD70；166
加湿过滤网；F-ZXGE70C；155","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.244.NlGR0N&id=37861621560&areaId=211200&cat_id=2&rn=1f7e5a3e130830a528d64db1e04c7d89&user_id=669690917&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.238.NlGR0N&id=37850414671&areaId=211200&cat_id=2&rn=1f7e5a3e130830a528d64db1e04c7d89&user_id=669690917&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.196.NlGR0N&id=19536597762&areaId=211200&cat_id=2&rn=1f7e5a3e130830a528d64db1e04c7d89&user_id=1697619364&is_b=1",复合型（水离子）,
松下,F-VXH50C,10.4,278,FALSE,13,45,,19.5,中国,8.6,"2,858",278,3,TRUE,FALSE,TRUE,TRUE,TRUE,"集尘过滤网；F-ZXHP55C；428
除臭过滤网；F-ZXHD55C；149","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.126.pIwHV0&id=19521798025&areaId=211200&cat_id=2&rn=7dde2d059ac532517ee8c615c8670e08&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.132.pIwHV0&id=26829844628&areaId=211200&cat_id=2&rn=7dde2d059ac532517ee8c615c8670e08&user_id=1697619364&is_b=1",复合型（水离子）,
松下,F-VXJ05C,6.5,32,FALSE,4.8,7.5,,17.4,中国,1.9,"1,199",,,FALSE,,FALSE,FALSE,FALSE,"复合滤网；F-ZXJS05C
加湿滤网；F-ZXJE05C；199","——
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.70.Mz1UI5&id=38761603908&areaId=211200&cat_id=2&rn=f047805c284c7968af0226586e3bbb56&user_id=1697619364&is_b=1",复合型（水离子）,
松下,F-VXJ90C,7.7,479,FALSE,5.5,70,,18.9,中国,11.5,"4,266.8",,3,TRUE,FALSE,TRUE,TRUE,TRUE,"集尘过滤网；F-ZXJP90C；379
除臭过滤网；F-ZXJD90C；160
加湿过滤网；F-ZXJE90C；269","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.140.DekLgR&id=38761775823&areaId=211200&cat_id=2&rn=1f411b3db48f461ffff0746adee419a5&user_id=1697619364&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.168.DekLgR&id=38305949276&areaId=211200&cat_id=2&rn=1f411b3db48f461ffff0746adee419a5&user_id=366604740&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.146.DekLgR&id=38766938487&areaId=211200&cat_id=2&rn=1f411b3db48f461ffff0746adee419a5&user_id=1697619364&is_b=1",复合型（水离子）,
格力,KJFA330A,4.6,,,,50,,,中国,9.5,"1,980",,3,FALSE,TRUE,TRUE,TRUE,TRUE,活性炭滤网；——,——,复合型（银离子、静电）,
格力,KJFB200B,2.7,,,,55,,,中国,10.5,,,3,TRUE,TRUE,TRUE,,TRUE,活性炭滤网；——,——,复合型（银离子、静电）,
格力,KJG155A,3.6,,,,,48,26,中国,10,"2,188",,,TRUE,TRUE,TRUE,TRUE,TRUE,活性炭滤网；——,——,复合型（银离子、静电）,
格力,KJG300A,3.6,,,,95,26,48,,10,"2,099",151,3,TRUE,TRUE,FALSE,TRUE,TRUE,活性炭滤网；——,——,复合型（银离子、静电）,
格力,KJLG200,3.6,,,,45,,,,4.7,499,,3,FALSE,FALSE,FALSE,FALSE,FALSE,——,,,
汇清,HQ-GJ01,7.7,201,FALSE,,70,30,52,中国,8.1,"7,980",,,TRUE,TRUE,FALSE,FALSE,FALSE,"复合滤网；HQ-GJ01H；499
除甲醛滤网；HQ-GJ01C；199","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-6448620005.73.ZJT6cW&id=37020507198&rn=d1fa8b398626eab111470f4d788a8313
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-6448620005.68.ZJT6cW&id=37037276153&rn=d1fa8b398626eab111470f4d788a8313",复合型,
汇清,HQ-GJ02,7.7,126,FALSE,,45,30,52,中国,5.75,"3,980",,3,TRUE,TRUE,FALSE,FALSE,FALSE,复合滤网；HQ-GJ02H；499,http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-6448620005.75.r8ELfM&id=37035852171&rn=04e8ebf91f530f5e2a7702539ed5f37a,复合型,
海尔,KJ-F200/CA,4.8,200,FALSE,,55,28,58,中国,7.2,,,3,TRUE,TRUE,TRUE,TRUE,TRUE,复合滤网；KJF-H1-200-01；88,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.142.BVieIM&id=40586846414&areaId=211200&cat_id=2&rn=1c99abbf30d20c09ce78ee5462af8025&user_id=2090342197&is_b=1,复合型,
海尔,KJ-F480/DA,3,480,FALSE,,63,34,64.9,,12.5,,,,,TRUE,,TRUE,TRUE,——,——,——,
爱普乐,AP 010,3,11,FALSE,,,,,中国,0.6,,,2,,,,,,复合滤网； AP010F；180,http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-7630170922.91.Z6xqAc&id=39574053876&rn=b6f3488530d54fa06ecc357e39f027f3,,
爱普乐,AP 045,3,45,FALSE,,,,,中国,1.6,,,2,,,,,,HEPA；1220H；150,,,
爱普乐,AP 200,3,200,FALSE,,,,,中国,6.4,,,3,,,,,,"HEPA；1618H；280
活性炭网；1618C；180",,,
爱普乐,AP 420,3,420,FALSE,,,,,中国,11.5,,,5,,,,,,"HEPA；AP420H；700
活性炭网；AP420C；1300","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-7630170922.101.Z6xqAc&id=39584488196&rn=b6f3488530d54fa06ecc357e39f027f3
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-7630170922.96.Z6xqAc&id=39574173382&rn=b6f3488530d54fa06ecc357e39f027f3",,
爱普乐,AP 420A,3,420,FALSE,,,,,中国,11.5,,,5,,,,,,"HEPA；AP420H；700
活性炭网；AP420C；1300","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-7630170922.101.Z6xqAc&id=39584488196&rn=b6f3488530d54fa06ecc357e39f027f3
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-7630170922.96.Z6xqAc&id=39574173382&rn=b6f3488530d54fa06ecc357e39f027f3",,
爱普乐,AP 450,3,450,FALSE,,,,,中国,11.5,,,5,,,,,,"HEPA；AP420H；700
活性炭网；AP420C；1300","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-7630170922.101.Z6xqAc&id=39584488196&rn=b6f3488530d54fa06ecc357e39f027f3
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-7630170922.96.Z6xqAc&id=39574173382&rn=b6f3488530d54fa06ecc357e39f027f3",,
爱普乐,AP 450A,3,450,FALSE,,,,,中国,11.5,,,5,,,,,,"HEPA；AP420H；700
活性炭网；AP420C；1300","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-7630170922.101.Z6xqAc&id=39584488196&rn=b6f3488530d54fa06ecc357e39f027f3
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-7630170922.96.Z6xqAc&id=39574173382&rn=b6f3488530d54fa06ecc357e39f027f3",,
瑞士风,1355N,2.9,,,,20,,,捷克,5.9,495,,3,TRUE,FALSE,FALSE,FALSE,FALSE,无耗材,,电子型,
瑞士风,2055D,3.9,,,,24,,,捷克,5.9,"4,799",,3,TRUE,FALSE,FALSE,TRUE,FALSE,无耗材,,电子型,
瑞士风,2061,6.9,,,20,23,26,35,捷克,7.7,"4,500",220,3,TRUE,FALSE,TRUE,FALSE,FALSE,"活性炭滤网；2071活性炭网；358
HEPA滤网；AOS 2071；458","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.15.OUH1mM&id=17663174971&areaId=211200&cat_id=2&rn=c14e6dc44c7a313383f5992164e2d690&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.21.OUH1mM&id=19500071922&areaId=211200&cat_id=2&rn=c14e6dc44c7a313383f5992164e2d690&user_id=1596698638&is_b=1",过滤型,
瑞士风,2071,6.9,,,20,20,30,36,捷克,9.3,"4,544",190,3,,,TRUE,,,"活性炭滤网；2071活性炭网；358
HEPA滤网；AOS 2071；458","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.15.OUH1mM&id=17663174971&areaId=211200&cat_id=2&rn=c14e6dc44c7a313383f5992164e2d690&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.21.OUH1mM&id=19500071922&areaId=211200&cat_id=2&rn=c14e6dc44c7a313383f5992164e2d690&user_id=1596698638&is_b=1",过滤型,
瑞士风,2255,1.7,,,,20,,,,6.5,,,,,,,,,无耗材,,电子型,
瑞士风,P320,7.9,103,FALSE,,52,40.85,43.11,台湾,3.7,799,,3,TRUE,TRUE,TRUE,FALSE,TRUE,"预过滤网； P320预过滤网；68
活性炭滤网；P320 活性炭网；148
HEPA滤网；P320 hepa；238","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.61.H9mMAz&id=17918070402&areaId=211200&cat_id=2&rn=50da66ede2003767b8d38559a6d4df71&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.73.H9mMAz&id=23504388306&areaId=211200&cat_id=2&rn=50da66ede2003767b8d38559a6d4df71&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.67.H9mMAz&id=17675289782&areaId=211200&cat_id=2&rn=50da66ede2003767b8d38559a6d4df71&user_id=1596698638&is_b=1",过滤型,
瑞士风,P325,7.9,120,FALSE,,24,,25,中国,4,495,,3,TRUE,FALSE,TRUE,TRUE,FALSE,"预过滤网； P320预过滤网；68
活性炭滤网；P320 活性炭网；148
HEPA滤网；P320 hepa；238","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.61.H9mMAz&id=17918070402&areaId=211200&cat_id=2&rn=50da66ede2003767b8d38559a6d4df71&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.73.H9mMAz&id=23504388306&areaId=211200&cat_id=2&rn=50da66ede2003767b8d38559a6d4df71&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.67.H9mMAz&id=17675289782&areaId=211200&cat_id=2&rn=50da66ede2003767b8d38559a6d4df71&user_id=1596698638&is_b=1",过滤型,
瑞士风,P350,6.6,203,FALSE,,60.8,41.62,43.7,台湾,5,"1,595",,3,TRUE,TRUE,TRUE,FALSE,TRUE,"预过滤网； P350预过滤网；78
活性炭网；P350活性炭网；178
HEPA滤网；P350 hepa；258","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.33.CSZU6T&id=17918238447&areaId=211200&cat_id=2&rn=65d4b58f57ecde75168d314fe0485763&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.21.CSZU6T&id=19501043979&areaId=211200&cat_id=2&rn=65d4b58f57ecde75168d314fe0485763&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.27.CSZU6T&id=23503576866&areaId=211200&cat_id=2&rn=65d4b58f57ecde75168d314fe0485763&user_id=1596698638&is_b=1",过滤型,
